0,0,0,0,0,0,0.000000000
-0.057828,0.00221393,0.0337323,-0.131275,-0.0638044,0.131946,0.000000000
-0.115656,0.00442786,0.0674647,-0.262551,-0.127609,0.263893,0.000000000
-0.173484,0.00664179,0.101197,-0.393826,-0.191413,0.395839,0.000000000
-0.231312,0.00885572,0.134929,-0.525102,-0.255218,0.527786,0.000000000
-0.279211,-0.00186601,0.165077,-0.629104,-0.305186,0.641302,0.000000000
-0.327109,-0.0125877,0.195224,-0.733106,-0.355154,0.754818,0.000000000
-0.375007,-0.0233095,0.225372,-0.837109,-0.405122,0.868334,0.000000000
-0.422906,-0.0340312,0.255519,-0.941111,-0.45509,0.98185,0.000000000
-0.450945,-0.0706243,0.278497,-0.990568,-0.477385,1.05851,0.000000000
-0.478984,-0.107217,0.301475,-1.04002,-0.49968,1.13516,0.000000000
-0.507024,-0.14381,0.324453,-1.08948,-0.521976,1.21182,0.000000000
-0.535063,-0.180403,0.347431,-1.13894,-0.544271,1.28847,0.000000000
-0.547311,-0.224944,0.372954,-1.15367,-0.54691,1.33808,0.000000000
-0.55956,-0.269485,0.398477,-1.16841,-0.54955,1.38768,0.000000000
-0.571808,-0.314026,0.424,-1.18315,-0.552189,1.43729,0.000000000
-0.584056,-0.358567,0.449523,-1.19789,-0.554828,1.4869,0.000000000
-0.584582,-0.393133,0.487306,-1.19773,-0.545828,1.51927,0.000000000
-0.585107,-0.427698,0.525089,-1.19758,-0.536828,1.55164,0.000000000
-0.585632,-0.462263,0.562872,-1.19742,-0.527827,1.58401,0.000000000
-0.586158,-0.496829,0.600655,-1.19727,-0.518827,1.61638,0.000000000
-0.556195,-0.540478,0.638278,-1.15488,-0.562791,1.67082,0.000000000
-0.526232,-0.584127,0.675901,-1.11249,-0.606755,1.72526,0.000000000
-0.483956,-0.634813,0.71038,-1.0527,-0.680111,1.79504,0.000000000
-0.441679,-0.685498,0.744858,-0.992915,-0.753467,1.86482,0.000000000
-0.374776,-0.750255,0.773047,-0.89834,-0.885608,1.96529,0.000000000
-0.307873,-0.815012,0.801236,-0.803766,-1.01775,2.06575,0.000000000
-0.228657,-0.886805,0.82628,-0.691796,-1.17928,2.18156,0.000000000
-0.149441,-0.958598,0.851324,-0.579827,-1.34081,2.29738,0.000000000
-0.0455976,-1.04446,0.870078,-0.433068,-1.56113,2.44387,0.000000000
0.0582455,-1.13033,0.888833,-0.28631,-1.78144,2.59037,0.000000000
0.162089,-1.21619,0.907587,-0.139551,-2.00176,2.73687,0.000000000
0.265932,-1.30206,0.926341,0.00720759,-2.22208,2.88336,0.000000000
