0,0,0,0,0,0,0.000000000
0.0835933,0.122245,-0.00707884,0.0640416,0.0567379,-0.102028,0.000000000
0.167187,0.24449,-0.0141577,0.128083,0.113476,-0.204057,0.000000000
0.222916,0.325986,-0.0188769,0.170778,0.151301,-0.272076,0.000000000
0.278644,0.407483,-0.0235961,0.213472,0.189126,-0.340095,0.000000000
0.334373,0.48898,-0.0283154,0.256167,0.226951,-0.408114,0.000000000
0.396369,0.604272,-0.0310853,0.312226,0.281509,-0.498539,0.000000000
0.458366,0.719564,-0.0338552,0.368286,0.336066,-0.588964,0.000000000
0.520362,0.834856,-0.0366251,0.424345,0.390624,-0.679389,0.000000000
0.582358,0.950148,-0.039395,0.480404,0.445181,-0.769814,0.000000000
0.601159,1.05153,-0.0335471,0.5205,0.495378,-0.837033,0.000000000
0.619961,1.15292,-0.0276992,0.560595,0.545574,-0.904252,0.000000000
0.638762,1.25431,-0.0218513,0.60069,0.595771,-0.97147,0.000000000
0.657564,1.35569,-0.0160034,0.640785,0.645967,-1.03869,0.000000000
0.565583,1.51675,0.021546,0.673082,0.733277,-1.10351,0.000000000
0.473603,1.6778,0.0590953,0.705379,0.820588,-1.16833,0.000000000
0.341224,1.73052,0.0951056,0.689599,0.855521,-1.15432,0.000000000
0.208844,1.78323,0.131116,0.673819,0.890454,-1.14032,0.000000000
0.0764651,1.83595,0.167126,0.658039,0.925388,-1.12631,0.000000000
-0.0559142,1.88866,0.203137,0.642259,0.960321,-1.11231,0.000000000
-0.253085,1.92052,0.252074,0.602532,0.988713,-1.0635,0.000000000
-0.450256,1.95238,0.301011,0.562806,1.01711,-1.01468,0.000000000
-0.647427,1.98424,0.349948,0.523079,1.0455,-0.965868,0.000000000
-0.844599,2.01609,0.398885,0.483352,1.07389,-0.917055,0.000000000
-1.00484,2.02806,0.437255,0.446225,1.08991,-0.869041,0.000000000
-1.16509,2.04003,0.475625,0.409098,1.10593,-0.821028,0.000000000
-1.32533,2.05199,0.513995,0.37197,1.12195,-0.773014,0.000000000
-1.48557,2.06396,0.552365,0.334843,1.13797,-0.725001,0.000000000
-1.64582,2.07593,0.590735,0.297716,1.15399,-0.676987,0.000000000
-1.80606,2.0879,0.629105,0.260588,1.17001,-0.628974,0.000000000
-2.06802,2.0989,0.690969,0.196915,1.19186,-0.545351,0.000000000
-2.32999,2.10989,0.752832,0.133242,1.21371,-0.461727,0.000000000
-2.59195,2.12089,0.814696,0.069569,1.23557,-0.378104,0.000000000
-2.85391,2.13189,0.87656,0.00589588,1.25742,-0.294481,0.000000000
